,tree,expresion,y_predict,mse,isValida
12,"
log_
    \
    log______
             \
           ___*_
          /     \
        log     cos
           \       \
            1       1
",log(log((log(1)*cos(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
13,"
                __________+__________
               /                     \
        ______/_               _______/_
       /        \             /         \
    __/__       tan_        cos__       log_
   /     \          \            \          \
  *       *         tan           *         log
 / \     / \           \         / \           \
X   X   1   1           X       X   X           1
",((((X*X)/(1*1))/tan(tan(X)))+(cos((X*X))/log(log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
14,"
   ___________+_
  /             \
log_            log______
    \                    \
    sin_               ___*_
        \             /     \
        log         log     tan
           \           \       \
            1           X       1
",(log(sin(log(1)))+log((log(X)*tan(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
15,"
   _______________+_
  /                 \
sin______           cos______
         \                   \
        __/__              ___/_
       /     \            /     \
      +       -         sin     cos
     / \     / \           \       \
    X   X   1   1           X       X
",(sin(((X+X)/(1-1)))+cos((sin(X)/cos(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
16,"
   _______________*______________
  /                              \
tan______                   ______/_
         \                 /        \
       ___-__          ___*_        sin__
      /      \        /     \            \
    log       -     tan     cos           -
       \     / \       \       \         / \
        X   1   1       1       1       X   X
",(tan((log(X)-(1-1)))*((tan(1)*cos(1))/sin((X-X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
17,"
   ________________/_
  /                  \
sin______            sin______
         \                    \
        __**_               ___-__
       /     \             /      \
      -      cos         cos       +
     / \        \           \     / \
    X   X        X           1   X   X
",(sin(((X-X)**cos(X)))/sin((cos(1)-(X+X)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",0.6119,True
18,"
   _______________*______________
  /                              \
tan______                   ______+______
         \                 /             \
       ___*__          ___/_           ___*_
      /      \        /     \         /     \
    log       -     sin     cos     tan     cos
       \     / \       \       \       \       \
        1   X   X       X       1       X       X
",(tan((log(1)*(X-X)))*((sin(X)/cos(1))+(tan(X)*cos(X)))),"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6119,True
19,"
tan_
    \
    log_
        \
        log_
            \
            log
               \
                X
",tan(log(log(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
20,"
cos__________
             \
       _______-_
      /         \
    tan__       log_
         \          \
          +         log
         / \           \
        X   X           1
",cos((tan((X+X))-log(log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
21,"
log______________
                 \
            ______*_
           /        \
       ___+_        sin_
      /     \           \
    cos     log         log
       \       \           \
        1       X           1
",log(((cos(1)+log(X))*sin(log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
22,"
            __________*_
           /            \
   _______+_            cos_
  /         \               \
log_        log_            log__
    \           \                \
    cos         log               -
       \           \             / \
        1           1           X   1
",((log(cos(1))+log(log(1)))*cos(log((X-1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
23,"
   ___________/_
  /             \
log_            log_
    \               \
    sin_            log_
        \               \
        log             tan
           \               \
            X               1
",(log(sin(log(X)))/log(log(tan(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
24,"
log_
    \
    log______
             \
            __/_
           /    \
          +     log
         / \       \
        1   1       1
",log(log(((1+1)/log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
25,"
tan__________
             \
       _______*______
      /              \
    tan_           ___+_
        \         /     \
        log     log     tan
           \       \       \
            1       1       1
",tan((tan(log(1))*(log(1)+tan(1)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6119,True
26,"
sin_
    \
    cos_
        \
        tan__
             \
              **
             /  \
            1    X
",sin(cos(tan((1**X)))),"[0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134, 0.0134]",0.6326,True
27,"
sin_
    \
    log_
        \
        tan_
            \
            log
               \
                X
",sin(log(tan(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9992, 0.9537, 0, 0, 0, 0, 0, 0, 0, 0]",0.7007,True
28,"
   ___________*_
  /             \
log_            tan_
    \               \
    cos_            sin_
        \               \
        cos             log
           \               \
            1               X
",(log(cos(cos(1)))*tan(sin(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0305, 0.2206, 0.2254, 0.1717, 0.1242, 0.0879, 0.0597, 0.0367, 0.0171, -0.0]",0.7038,True
29,"
   ________________-______________
  /                               \
tan______                    ______+______
         \                  /             \
       ___/__            __-__           __/_
      /      \          /     \         /    \
    log       **       /       /       *     tan
       \     /  \     / \     / \     / \       \
        1   X    1   1   X   1   X   1   X       1
",(tan((log(1)/(X**1)))-(((1/X)-(1/X))+((1*X)/tan(1)))),"[np.float64(0.6421), np.float64(0.5745), np.float64(0.5069), np.float64(0.4393), np.float64(0.3717), np.float64(0.3041), np.float64(0.2366), np.float64(0.169), np.float64(0.1014), np.float64(0.0338), np.float64(-0.0338), np.float64(-0.1014), np.float64(-0.169), np.float64(-0.2366), np.float64(-0.3041), np.float64(-0.3717), np.float64(-0.4393), np.float64(-0.5069), np.float64(-0.5745), np.float64(-0.6421)]",0.7638,True
30,"
sin__________
             \
       _______+_
      /         \
    tan_        log__
        \            \
        log           +
           \         / \
            X       X   X
",sin((tan(log(X))+log((X+X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.8866, 0.682, 0.9958, -0.9591, -0.8308, -0.4455, -0.0851, 0.2142, 0.4531, 0.639]",0.8031,True
31,"
   ________________/_
  /                  \
log______            cos______
         \                    \
       ___**__              ___+__
      /       \            /      \
    tan        -         log       *
       \      / \           \     / \
        1    1   X           X   X   X
",(log((tan(1)**(1-X)))/cos((log(X)+(X*X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4282, -1.5074, 1.0869, 0.4303, 0.2691, 0.1908, 0.1405, 0.1007, 0.0604, 0.0]",0.8133,True
32,"
sin___________
              \
       ________/_
      /          \
    sin__        cos__
         \            \
          **           +
         /  \         / \
        X    1       1   X
",sin((sin((X**1))/cos((1+X)))),"[-0.7456, -0.7064, -0.6639, -0.617, -0.5642, -0.5034, -0.4316, -0.3441, -0.2339, -0.09, 0.106, 0.3819, 0.7572, 0.9757, -1.0, 0.9139, 0.6428, 0.1308, -0.6373, -0.8999]",0.8243,True
33,"
   _______________-__________
  /                          \
tan______              _______-_
         \            /         \
       ___*_        cos__       sin__
      /     \            \           \
    sin     cos           *           **
       \       \         / \         /  \
        1       1       1   1       X    1
",(tan((sin(1)*cos(1)))-(cos((1*1))-sin((X**1)))),"[-0.893, -0.8315, -0.7615, -0.6836, -0.5986, -0.5077, -0.4116, -0.3116, -0.2087, -0.1041, 0.0011, 0.1057, 0.2086, 0.3086, 0.4047, 0.4956, 0.5806, 0.6585, 0.7285, 0.79]",0.8311,True
34,"
log__________
             \
       _______**_______
      /                \
    cos_             ___/__
        \           /      \
        sin        **       +
           \      /  \     / \
            X    1    X   1   X
",log((cos(sin(X))**((1**X)/(1+X)))),"[0, -3.2419, -1.3138, -0.6798, -0.3748, -0.2049, -0.105, -0.0464, -0.0147, -0.0015, -0.0013, -0.0107, -0.0271, -0.0485, -0.0732, -0.0999, -0.1275, -0.1546, -0.1801, -0.203]",0.8449,True
35,"
            _______________**_
           /                  \
   _______-______             log______
  /              \                     \
sin__          ___**_                ___+_
     \        /      \              /     \
      /     tan      log          sin     tan
     / \       \        \            \       \
    1   X       1        X            X       X
",((sin((1/X))-(tan(1)**log(X)))**log((sin(X)+tan(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0645, 0.7468, 0.4942, 0.2051, 0, 0]",0.8945,True
36,"
                __________*_
               /            \
        ______+_            sin_
       /        \               \
   ___-_        cos_            cos_
  /     \           \               \
tan     tan         tan             log
   \       \           \               \
    1       X           1               X
",(((tan(1)-tan(X))+cos(tan(1)))*sin(cos(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2613, -0.3787, 0.3013, 0.6107, 0.7085, 0.6916, 0.6048, 0.4648, 0.2717, 0.0113]",0.9116,True
37,"
                 ___________*__________
                /                      \
        _______*_                _______/_
       /         \              /         \
   ___**_        cos__        log_        log_
  /      \            \           \           \
cos      tan           **         sin         sin
   \        \         /  \           \           \
    X        1       1    1           X           X
",(((cos(X)**tan(1))*cos((1**1)))*(log(sin(X))/log(sin(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5391, 0.5299, 0.5116, 0.4849, 0.4505, 0.4096, 0.3632, 0.3129, 0.2603, 0.2071]",1.03,True
38,"
log______________
                 \
            ______-_
           /        \
        __/_        tan_
       /    \           \
      *     sin         sin
     / \       \           \
    X   X       1           1
",log((((X*X)/sin(1))-tan(sin(1)))),"[-2.6671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6671]",1.0324,True
39,"
   ___________*_
  /             \
tan_            sin_
    \               \
    log_            cos_
        \               \
        tan             sin
           \               \
            1               1
",(tan(log(tan(1)))*sin(cos(sin(1)))),"[0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933, 0.2933]",1.1462,True
40,"
log_______________
                  \
            _______+_
           /         \
       ___**_        cos__
      /      \            \
    sin      cos           /
       \        \         / \
        1        1       1   1
",log(((sin(1)**cos(1))+cos((1/1)))),"[0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724, 0.3724]",1.3198,True
41,"
   ___________**_______________
  /                            \
cos_                      ______-_
    \                    /        \
    tan__            ___+_        sin__
         \          /     \            \
          -        **     tan           +
         / \      /  \       \         / \
        X   1    1    1       1       X   X
",(cos(tan((X-1)))**(((1**1)+tan(1))-sin((X+X)))),"[0, 0, 0, 0, 0, 0, 0.0027, 0, 0, 0, 0.0148, 0.1544, 0.3693, 0.5728, 0.7314, 0.8433, 0.9178, 0.9648, 0.9912, 1.0]",1.3332,True
42,"
log_
    \
    tan_
        \
        cos_
            \
            log
               \
                1
",log(tan(cos(log(1)))),"[0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443, 0.443]",1.4853,True
43,"
   _______________**__________
  /                           \
sin______               _______/______
         \             /              \
        __*_         cos_           ___+__
       /    \            \         /      \
      +     tan          cos     cos       **
     / \       \            \       \     /  \
    1   1       X            X       1   1    1
",(sin(((1+1)*tan(X)))**(cos(cos(X))/(cos(1)+(1**1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4531, 0.6602, 0.7816, 0.8701, 0.9379, 0.9848, 0.9992, 0.9504, 0.7669, 0.1332]",1.5058,True
44,"
   ________________*_
  /                  \
cos______            cos_
         \               \
       ___+__            cos__
      /      \                \
    tan       **               +
       \     /  \             / \
        X   X    1           1   1
",(cos((tan(X)+(X**1)))*cos(cos((1+1)))),"[-0.763, -0.494, -0.2057, 0.0648, 0.3035, 0.5047, 0.6664, 0.788, 0.869, 0.9096, 0.9096, 0.869, 0.788, 0.6664, 0.5047, 0.3035, 0.0648, -0.2057, -0.494, -0.763]",1.5846,True
45,"
cos_
    \
    tan______
             \
           ___-_
          /     \
        sin     sin
           \       \
            X       1
",cos(tan((sin(X)-sin(1)))),"[-0.855, 0.66, 0.1429, -0.6792, 0.6562, -0.9099, -0.8488, -0.3911, 0.0178, 0.3201, 0.5344, 0.6854, 0.7918, 0.8667, 0.9189, 0.9544, 0.9775, 0.9913, 0.9981, 1.0]",1.6929,True
46,"
cos__________
             \
       _______+______
      /              \
    tan_           ___-_
        \         /     \
        sin     tan     log
           \       \       \
            X       X       1
",cos((tan(sin(X))+(tan(X)-log(1)))),"[-0.8937, -0.6172, -0.2925, 0.0229, 0.3031, 0.5375, 0.723, 0.86, 0.9499, 0.9945, 0.9945, 0.9499, 0.86, 0.723, 0.5375, 0.3031, 0.0229, -0.2925, -0.6172, -0.8937]",1.6956,True
47,"
cos_______________
                  \
            _______**______
           /               \
        __**__           ___-__
       /      \         /      \
      *        -      cos       **
     / \      / \        \     /  \
    1   1    1   1        X   X    1
",cos((((1*1)**(1-1))**(cos(X)-(X**1)))),"[0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403]",1.7296,True
48,"
   ________________+_
  /                  \
cos______            cos_
         \               \
       ___**_            tan__
      /      \                \
    sin      sin               **
       \        \             /  \
        1        X           1    1
",(cos((sin(1)**sin(X)))+cos(tan((1**1)))),"[0.4161, 0.4272, 0.4397, 0.4533, 0.4678, 0.483, 0.4986, 0.5145, 0.5303, 0.546, 0.5613, 0.576, 0.5901, 0.6034, 0.6158, 0.6272, 0.6376, 0.6469, 0.6551, 0.6622]",1.7567,True
49,"
sin_
    \
    sin_
        \
        cos_
            \
            cos
               \
                X
",sin(sin(cos(cos(X)))),"[0.6862, 0.6629, 0.6369, 0.6093, 0.5816, 0.5553, 0.532, 0.5131, 0.4997, 0.4929, 0.4929, 0.4997, 0.5131, 0.532, 0.5553, 0.5816, 0.6093, 0.6369, 0.6629, 0.6862]",1.8093,True
50,"
                __________-_
               /            \
        ______-_            tan_
       /        \               \
    __+_        cos_            tan_
   /    \           \               \
  +     sin         log             cos
 / \       \           \               \
1   X       X           1               1
",((((1-X)+sin(X))-cos(log(1)))-tan(tan(cos(1)))),"[np.float64(-0.5254), np.float64(-0.5692), np.float64(-0.6044), np.float64(-0.6318), np.float64(-0.6521), np.float64(-0.6664), np.float64(-0.6756), np.float64(-0.6809), np.float64(-0.6832), np.float64(-0.6839), np.float64(-0.6839), np.float64(-0.6846), np.float64(-0.6869), np.float64(-0.6922), np.float64(-0.7014), np.float64(-0.7157), np.float64(-0.7361), np.float64(-0.7634), np.float64(-0.7986), np.float64(-0.8424)]",0.0393,True
51,"
            __________*_______________
           /                          \
   _______-_                     ______*_
  /         \                   /        \
tan_        cos__           ___*__       tan_
    \            \         /      \          \
    cos           /       **       -         cos
       \         / \     /  \     / \           \
        1       X   1   1    1   1   1           X
",((tan(cos(1))-cos((X/1)))*(((1**1)*(1+1))*tan(cos(X)))),"[0.0714, -0.0374, -0.1773, -0.3429, -0.5261, -0.716, -0.8986, -1.0573, -1.1753, -1.2383, -1.2383, -1.1753, -1.0573, -0.8986, -0.716, -0.5261, -0.3429, -0.1773, -0.0374, 0.0714]",0.1069,True
52,"
                __________-_
               /            \
        ______-_            tan_
       /        \               \
    __+_        cos_            tan_
   /    \           \               \
  -     sin         sin             cos
 / \       \           \               \
1   X       X           X               1
",((((1-X)+sin(X))-cos(tan(X)))-tan(tan(cos(1)))),"[np.float64(0.4612), np.float64(0.1123), np.float64(-0.1378), np.float64(-0.3171), np.float64(-0.446), np.float64(-0.5379), np.float64(-0.602), np.float64(-0.6448), np.float64(-0.6706), np.float64(-0.6825), np.float64(-0.6825), np.float64(-0.6719), np.float64(-0.6509), np.float64(-0.6186), np.float64(-0.5729), np.float64(-0.5096), np.float64(-0.4214), np.float64(-0.2968), np.float64(-0.1171), np.float64(0.1442)]",0.175,True
53,"
    __-_
   /    \
  *     tan_
 / \        \
X   X       tan_
                \
                tan
                   \
                    1
",((X*X)-tan(tan(cos(1)))),"[np.float64(0.3161), np.float64(0.1167), np.float64(-0.0606), np.float64(-0.2158), np.float64(-0.3487), np.float64(-0.4595), np.float64(-0.5482), np.float64(-0.6147), np.float64(-0.659), np.float64(-0.6811), np.float64(-0.6811), np.float64(-0.659), np.float64(-0.6147), np.float64(-0.5482), np.float64(-0.4595), np.float64(-0.3487), np.float64(-0.2158), np.float64(-0.0606), np.float64(0.1167), np.float64(0.3161)]",0.2322,True
54,"
            __________*_______________
           /                          \
   _______-_                     ______*_
  /         \                   /        \
log_        cos__           ___*__       tan_
    \            \         /      \          \
    tan           /       **       +         sin
       \         / \     /  \     / \           \
        1       X   X   1    1   1   1           X
",((log(tan(1))-cos((X/X)))*(((1**1)*(1+1))*tan(cos(X)))),"[-0.1167, -0.1406, -0.1653, -0.1905, -0.2158, -0.2402, -0.2625, -0.2812, -0.2949, -0.3021, -0.3021, -0.2949, -0.2812, -0.2625, -0.2402, -0.2158, -0.1905, -0.1653, -0.1406, -0.1167]",0.3063,True
55,"
   ___________-_
  /             \
tan_            sin_
    \               \
    sin_            log_
        \               \
        tan             tan
           \               \
            1               1
",(tan(tan(tan(1)))-sin(log(tan(1)))),"[-1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922, -1.2922]",0.3067,True
56,"
            _______________*_
           /                 \
   _______-______            tan_
  /              \               \
sin_           ___**__           tan__
    \         /       \               \
    sin     cos        *               /
       \       \      / \             / \
        X       1    X   X           X   X
",((sin(sin(X))-(cos(1)**(X*X)))*tan(sin((X/X)))),"[np.float64(-1.4389), np.float64(-1.4705), np.float64(-1.4917), np.float64(-1.4998), np.float64(-1.4924), np.float64(-1.4675), np.float64(-1.4236), np.float64(-1.36), np.float64(-1.2771), np.float64(-1.1759), np.float64(-1.0582), np.float64(-0.9267), np.float64(-0.7844), np.float64(-0.6349), np.float64(-0.4817), np.float64(-0.3282), np.float64(-0.1777), np.float64(-0.033), np.float64(0.1034), np.float64(0.2297)]",0.3363,True
57,"
log_
    \
    sin
       \
        1
",log(sin(1)),"[-0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726, -0.1726]",0.3779,True
58,"
            __________*______________
           /                         \
   _______-_                    ______-_
  /         \                  /        \
log_        cos__           __+_        cos_
    \            \         /    \           \
    tan           /       -     sin         tan
       \         / \     / \       \           \
        1       X   1   1   X       X           X
",((log(tan(1))-cos((X/1)))*(((1-X)+sin(X))-cos(tan(X)))),"[np.float64(-0.1114), np.float64(-0.1455), np.float64(-0.1426), np.float64(-0.1217), np.float64(-0.0938), np.float64(-0.0653), np.float64(-0.0401), np.float64(-0.0204), np.float64(-0.0072), np.float64(-0.0008), np.float64(-0.0008), np.float64(-0.0065), np.float64(-0.0173), np.float64(-0.032), np.float64(-0.0496), np.float64(-0.0687), np.float64(-0.0871), np.float64(-0.1011), np.float64(-0.1036), np.float64(-0.0806)]",0.5339,True
59,"
   ________________*_
  /                  \
log______            tan______
         \                    \
       ___**_                __-_
      /      \              /    \
    cos      tan           -     sin
       \        \         / \       \
        X        1       1   1       X
",(log((cos(X)**tan(1)))*tan(((1-1)-log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0004, 0.0691, -0.2271, -0.1679, -0.1683, -0.1685, -0.1584, -0.1316, -0.0816, -0.0]",0.5441,True
60,"
log______________
                 \
            ______*______
           /             \
        __*_            __+_
       /    \          /    \
      -     tan       *     log
     / \       \     / \       \
    1   1       1   1   X       1
",log((((1-1)*tan(1))*((1*X)+log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6119,True
