,tree,expresion,y_predict,mse,isValida
0,"
sin__________
             \
       _______/_______
      /               \
    cos_           ____/_
        \         /      \
        cos     cos      sin
           \       \        \
            X       13       X
",sin((cos(cos(X))/(cos(13)/sin(X)))),"[0.714, 0.7466, 0.776, 0.8022, 0.8248, 0.844, 0.8598, 0.8723, 0.8817, 0.888, 0.8914, 0.892, 0.8897, 0.8845, 0.8764, 0.8651, 0.8506, 0.8327, 0.8114, 0.7867, 0.7585, 0.7271, 0.6928, 0.6558, 0.6166, 0.5757, 0.5335, 0.4907, 0.4476, 0.4049, 0.3627, 0.3215, 0.2815, 0.2427, 0.2054, 0.1694, 0.1346, 0.101, 0.0682, 0.036, 0.0042, -0.0277, -0.0597, -0.0923, -0.1258, -0.1602, -0.1959, -0.2329, -0.2712, -0.3109, -0.3518, -0.3938, -0.4364, -0.4794, -0.5224, -0.5647, -0.606, -0.6457, -0.6833, -0.7184, -0.7506, -0.7797, -0.8053, -0.8275, -0.8463, -0.8616, -0.8737, -0.8827, -0.8886, -0.8917, -0.8918, -0.8892, -0.8836, -0.8751, -0.8634, -0.8485, -0.8302, -0.8084, -0.7832, -0.7546, -0.7228, -0.6881, -0.6508, -0.6113, -0.5702, -0.5279, -0.4851, -0.442, -0.3993, -0.3573, -0.3162, -0.2763, -0.2378, -0.2006, -0.1648, -0.1302, -0.0966, -0.0639, -0.0318, -0.0]",0.0211,True
1,"
sin__________________
                     \
                ______-_
               /        \
          ____/_        cos_
         /      \           \
       _/_      sin         cos
      /   \        \           \
    127   101       X           X
",sin((((127/101)/sin(X))-cos(cos(X)))),"[0.5946, 0.5368, 0.4835, 0.4351, 0.392, 0.3544, 0.3227, 0.2969, 0.2771, 0.2635, 0.2561, 0.2549, 0.2599, 0.2711, 0.2884, 0.3119, 0.3413, 0.3766, 0.4175, 0.4639, 0.5154, 0.5715, 0.6316, 0.6948, 0.7598, 0.8248, 0.887, 0.9419, 0.9831, 1.0, 0.9763, 0.8868, 0.6936, 0.3477, -0.186, -0.8061, -0.888, 0.6642, -0.8967, 0.994, -0.671, -0.5808, -0.5677, -0.5897, -0.3967, 0.7319, 0.9987, 0.8201, 0.5259, 0.2438, 0.0089, -0.1763, -0.3191, -0.4285, -0.512, -0.5758, -0.6247, -0.6621, -0.6908, -0.7127, -0.7294, -0.7421, -0.7516, -0.7586, -0.7638, -0.7675, -0.77, -0.7718, -0.7728, -0.7733, -0.7733, -0.7729, -0.7719, -0.7703, -0.7678, -0.7643, -0.7594, -0.7526, -0.7435, -0.7313, -0.7151, -0.694, -0.6663, -0.6301, -0.583, -0.5213, -0.4407, -0.3352, -0.1971, -0.018, 0.2102, 0.487, 0.784, 0.9909, 0.8102, -0.2101, -0.8338, 0.2159, 0.8508, -0.9526]",0.3004,True
2,"
sin_
    \
    sin______
             \
           ___+_
          /     \
        cos     sin
           \       \
            X       X
",sin(sin((cos(X)+sin(X)))),"[0.8317, 0.8297, 0.8271, 0.8236, 0.8191, 0.8135, 0.8064, 0.7976, 0.7869, 0.7739, 0.7582, 0.7396, 0.7177, 0.692, 0.6621, 0.6278, 0.5887, 0.5447, 0.4955, 0.4413, 0.3821, 0.3184, 0.2507, 0.1797, 0.1062, 0.0312, -0.0442, -0.119, -0.1922, -0.2627, -0.3298, -0.3927, -0.451, -0.5044, -0.5527, -0.5959, -0.6341, -0.6676, -0.6967, -0.7217, -0.7431, -0.7611, -0.7763, -0.7889, -0.7992, -0.8077, -0.8145, -0.82, -0.8243, -0.8276, -0.8301, -0.832, -0.8333, -0.8342, -0.8347, -0.8348, -0.8346, -0.834, -0.833, -0.8315, -0.8294, -0.8267, -0.8231, -0.8185, -0.8126, -0.8053, -0.7963, -0.7853, -0.772, -0.756, -0.737, -0.7145, -0.6883, -0.6579, -0.623, -0.5833, -0.5385, -0.4887, -0.4338, -0.374, -0.3098, -0.2416, -0.1702, -0.0964, -0.0213, 0.0541, 0.1287, 0.2016, 0.2717, 0.3382, 0.4006, 0.4583, 0.511, 0.5586, 0.6011, 0.6387, 0.6717, 0.7002, 0.7247, 0.7456]",0.3018,True
3,"
sin_
    \
    sin_
        \
        sin___
              \
              _-
             /  \
            84   X
",sin(sin(sin((84-X)))),"[0.7338, 0.7281, 0.7211, 0.7127, 0.7028, 0.6913, 0.678, 0.6629, 0.6457, 0.6264, 0.6047, 0.5806, 0.5539, 0.5245, 0.4924, 0.4576, 0.4199, 0.3795, 0.3366, 0.2912, 0.2436, 0.1941, 0.1431, 0.0908, 0.0378, -0.0155, -0.0687, -0.1214, -0.173, -0.2232, -0.2716, -0.3179, -0.3619, -0.4034, -0.4422, -0.4782, -0.5115, -0.542, -0.5698, -0.5949, -0.6176, -0.6379, -0.656, -0.6719, -0.6859, -0.6982, -0.7087, -0.7177, -0.7253, -0.7316, -0.7366, -0.7405, -0.7433, -0.745, -0.7456, -0.7452, -0.7438, -0.7414, -0.7379, -0.7332, -0.7273, -0.7201, -0.7115, -0.7014, -0.6896, -0.6761, -0.6607, -0.6433, -0.6237, -0.6017, -0.5772, -0.5502, -0.5205, -0.488, -0.4528, -0.4148, -0.3741, -0.3308, -0.2851, -0.2372, -0.1875, -0.1363, -0.0839, -0.0308, 0.0225, 0.0757, 0.1282, 0.1796, 0.2296, 0.2778, 0.3238, 0.3675, 0.4086, 0.447, 0.4827, 0.5156, 0.5458, 0.5732, 0.598, 0.6204]",0.3022,True
4,"
   _________________-_____________
  /                               \
sin________              __________-_
           \            /            \
        ____*_        cos____        sin_
       /      \              \           \
      /_      cos            _*          sin
     /  \        \          /  \            \
    X   109       X       123   90           X
",(sin(((X/109)*cos(X)))-(cos((123*90))-sin(sin(X)))),"[0.1874, 0.2053, 0.2211, 0.2347, 0.2464, 0.2561, 0.264, 0.2701, 0.2745, 0.2773, 0.2784, 0.2779, 0.2759, 0.2722, 0.267, 0.26, 0.2513, 0.2409, 0.2286, 0.2143, 0.198, 0.1796, 0.159, 0.1361, 0.1109, 0.0833, 0.0532, 0.0207, -0.0143, -0.0517, -0.0914, -0.1335, -0.1776, -0.2238, -0.2718, -0.3214, -0.3725, -0.4246, -0.4776, -0.5312, -0.585, -0.6388, -0.6922, -0.745, -0.7969, -0.8475, -0.8966, -0.9441, -0.9896, -1.033, -1.0741, -1.1128, -1.1491, -1.1828, -1.2139, -1.2425, -1.2685, -1.292, -1.313, -1.3317, -1.348, -1.3621, -1.3741, -1.3841, -1.3921, -1.3983, -1.4027, -1.4053, -1.4064, -1.4057, -1.4035, -1.3998, -1.3944, -1.3873, -1.3787, -1.3683, -1.3561, -1.3421, -1.3262, -1.3083, -1.2882, -1.2661, -1.2416, -1.2149, -1.1859, -1.1544, -1.1205, -1.0843, -1.0457, -1.0049, -0.9618, -0.9167, -0.8697, -0.8209, -0.7706, -0.7191, -0.6665, -0.6132, -0.5595, -0.5056]",0.3167,True
5,"
                   ______________/_______________
                  /                              \
        _________*______                    ______/________
       /                \                  /               \
   ___/____            __/__           ___+_             ___-___
  /        \          /     \         /     \           /       \
sin        _+        -       *       -      sin       _*        _+
   \      /  \      / \     / \     / \        \     /  \      /  \
    X   184   33   X   X   X   X   X   53       X   73   47   13   73
",(((sin(X)/(184+33))*((X-X)/(X*X)))/(((X-53)+sin(X))/((73*47)-(13+73)))),"[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.5375,True
6,"
   ___________/_______________
  /                           \
sin_                    _______+__________
    \                  /                  \
    sin_           ___*___             ____+___
        \         /       \           /        \
        cos     cos       _-        _+_        _*
           \       \     /  \      /   \      /  \
            X       X   76   X   147   149   68   X
",(sin(sin(cos(X)))/((cos(X)*(76-X))+((147+149)+(68*X)))),"[np.float64(0.0012), np.float64(0.0011), np.float64(0.001), np.float64(0.0009), np.float64(0.0008), np.float64(0.0007), np.float64(0.0006), np.float64(0.0005), np.float64(0.0004), np.float64(0.0002), np.float64(0.0001), np.float64(-0.0), np.float64(-0.0002), np.float64(-0.0003), np.float64(-0.0004), np.float64(-0.0006), np.float64(-0.0007), np.float64(-0.0008), np.float64(-0.0009), np.float64(-0.001), np.float64(-0.0011), np.float64(-0.0012), np.float64(-0.0013), np.float64(-0.0013), np.float64(-0.0014), np.float64(-0.0015), np.float64(-0.0015), np.float64(-0.0016), np.float64(-0.0016), np.float64(-0.0016), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0017), np.float64(-0.0016), np.float64(-0.0016), np.float64(-0.0016), np.float64(-0.0015), np.float64(-0.0015), np.float64(-0.0015), np.float64(-0.0014), np.float64(-0.0014), np.float64(-0.0013), np.float64(-0.0013), np.float64(-0.0012), np.float64(-0.0012), np.float64(-0.0011), np.float64(-0.001), np.float64(-0.001), np.float64(-0.0009), np.float64(-0.0008), np.float64(-0.0007), np.float64(-0.0007), np.float64(-0.0006), np.float64(-0.0005), np.float64(-0.0004), np.float64(-0.0003), np.float64(-0.0002), np.float64(-0.0001), np.float64(-0.0), np.float64(0.0), np.float64(0.0001), np.float64(0.0002), np.float64(0.0003), np.float64(0.0004), np.float64(0.0004), np.float64(0.0005), np.float64(0.0005), np.float64(0.0006), np.float64(0.0007), np.float64(0.0007), np.float64(0.0007), np.float64(0.0008), np.float64(0.0008), np.float64(0.0008), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009), np.float64(0.0009)]",0.5376,True
7,"
            __________*_
           /            \
   _______*_            sin_
  /         \               \
cos_        cos_            sin_
    \           \               \
    cos         cos             sin_
       \           \                \
        X           X               160
",((cos(cos(X))*cos(cos(X)))*sin(sin(sin(160)))),"[0.1588, 0.1673, 0.1755, 0.1833, 0.1906, 0.1972, 0.2029, 0.2078, 0.2115, 0.2142, 0.2157, 0.2159, 0.2149, 0.2127, 0.2094, 0.205, 0.1995, 0.1933, 0.1862, 0.1786, 0.1705, 0.1622, 0.1536, 0.145, 0.1365, 0.1282, 0.1202, 0.1125, 0.1053, 0.0986, 0.0925, 0.0869, 0.0819, 0.0775, 0.0737, 0.0705, 0.0678, 0.0658, 0.0643, 0.0634, 0.063, 0.0633, 0.064, 0.0654, 0.0673, 0.0697, 0.0728, 0.0764, 0.0807, 0.0855, 0.091, 0.097, 0.1035, 0.1106, 0.1181, 0.126, 0.1343, 0.1428, 0.1513, 0.1599, 0.1684, 0.1766, 0.1843, 0.1915, 0.198, 0.2036, 0.2083, 0.212, 0.2145, 0.2158, 0.2158, 0.2147, 0.2123, 0.2089, 0.2043, 0.1988, 0.1924, 0.1853, 0.1776, 0.1695, 0.161, 0.1525, 0.1439, 0.1354, 0.1271, 0.1191, 0.1115, 0.1044, 0.0978, 0.0917, 0.0862, 0.0813, 0.077, 0.0732, 0.0701, 0.0675, 0.0656, 0.0642, 0.0633, 0.063]",0.5796,True
8,"
            ___________*_
           /             \
   _______*_             sin_
  /         \                \
sin_        cos_             sin__
    \           \                 \
    cos         cos                +
       \           \              / \
        X           32           X   14
",((sin(cos(X))*cos(cos(32)))*sin(sin((X+14)))),"[0.2092, 0.1824, 0.1558, 0.1299, 0.1052, 0.082, 0.0609, 0.0422, 0.0263, 0.0136, 0.0043, -0.0013, -0.0031, -0.0012, 0.0046, 0.014, 0.0268, 0.0428, 0.0616, 0.0829, 0.1061, 0.1309, 0.1568, 0.1834, 0.2102, 0.2369, 0.263, 0.2884, 0.3126, 0.3355, 0.3568, 0.3766, 0.3946, 0.4108, 0.4251, 0.4376, 0.4482, 0.457, 0.4639, 0.4691, 0.4725, 0.4741, 0.4739, 0.472, 0.4683, 0.4629, 0.4556, 0.4465, 0.4356, 0.4228, 0.4082, 0.3917, 0.3734, 0.3534, 0.3317, 0.3086, 0.2842, 0.2587, 0.2324, 0.2057, 0.1789, 0.1524, 0.1266, 0.1021, 0.0791, 0.0583, 0.0399, 0.0244, 0.0122, 0.0034, -0.0018, -0.0031, -0.0006, 0.0056, 0.0155, 0.0287, 0.0451, 0.0643, 0.0858, 0.1093, 0.1342, 0.1603, 0.1869, 0.2137, 0.2403, 0.2664, 0.2916, 0.3156, 0.3383, 0.3595, 0.379, 0.3968, 0.4127, 0.4268, 0.4391, 0.4494, 0.458, 0.4647, 0.4696, 0.4728]",0.6863,True
9,"
cos_______________
                  \
             ______-_
            /        \
        ___+_        cos___
       /     \             \
      +      sin           _-
     / \        \         /  \
    X   22       X       45   X
",cos((((X+22)+sin(X))-cos((45-X)))),"[-0.6596, -0.5963, -0.5287, -0.4572, -0.3825, -0.3051, -0.2256, -0.1446, -0.0627, 0.0193, 0.101, 0.1817, 0.2607, 0.3374, 0.4115, 0.4823, 0.5495, 0.6127, 0.6714, 0.7256, 0.775, 0.8194, 0.8588, 0.8931, 0.9224, 0.9468, 0.9663, 0.9812, 0.9916, 0.9978, 1.0, 0.9985, 0.9935, 0.9853, 0.9743, 0.9607, 0.9449, 0.927, 0.9073, 0.8861, 0.8637, 0.8402, 0.8159, 0.791, 0.7655, 0.7398, 0.7138, 0.6877, 0.6617, 0.6358, 0.61, 0.5845, 0.5592, 0.5341, 0.5094, 0.4849, 0.4607, 0.4368, 0.4131, 0.3896, 0.3663, 0.3431, 0.3199, 0.2967, 0.2735, 0.2501, 0.2265, 0.2026, 0.1785, 0.1539, 0.1288, 0.1032, 0.077, 0.0502, 0.0226, -0.0058, -0.035, -0.065, -0.096, -0.1279, -0.1608, -0.1946, -0.2293, -0.265, -0.3016, -0.339, -0.3771, -0.4159, -0.4553, -0.495, -0.5351, -0.5752, -0.6152, -0.6548, -0.6938, -0.732, -0.7689, -0.8044, -0.8381, -0.8696]",0.7912,True
