,tree,expresion,y_predict,mse,isValida
0,"
            _______________-__________
           /                          \
   _______/______               _______/______
  /              \             /              \
sin__           __*__        cos__           __-_
     \         /     \            \         /    \
      *       /       **           -       /     cos
     / \     / \     /  \         / \     / \       \
    1   1   1   1   1    X       X   X   X   X       X
",((sin((1*1))/((1/1)*(1**X)))-(cos((X-X))/((X/X)-cos(X)))),"[np.float64(1.0), np.float64(0.9993104083341006), np.float64(0.9983256742130078), np.float64(0.9968506563898758), np.float64(0.994498405744625), np.float64(0.9904071063080901), np.float64(0.9823232586282639), np.float64(0.9626774656860437), np.float64(0.8913685484810719), np.float64(0.0), np.float64(0.0), np.float64(0.8913685484810719), np.float64(0.9626774656860437), np.float64(0.9823232586282639), np.float64(0.9904071063080901), np.float64(0.994498405744625), np.float64(0.9968506563898758), np.float64(0.9983256742130078), np.float64(0.9993104083341006), np.float64(1.0)]",,False
1,"
cos___________
              \
       ________+______
      /               \
    cos__           ___+_
         \         /     \
          **     sin     sin
         /  \       \       \
        1    X       1       1
",cos((cos((1**X))+(sin(1)+sin(1)))),"[-0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071, -0.6071]",,False
2,"
   ___________-__________
  /                      \
sin_               _______/_
    \             /         \
    cos_        cos__       sin_
        \            \          \
        cos           /         sin
           \         / \           \
            1       1   X           X
",(sin(cos(cos(1)))-(cos((1/X))/sin(sin(X)))),"[0.5192697876640384, 0.5165521000917418, 0.512217627740623, 0.5049075268245335, 0.4920344098602598, 0.46894736142319604, 0.4313278642751725, 0.4182233981731396, 0.6696015210541011, 1.0, 0.0, 0.33039847894589885, 0.5817766018268603, 0.5686721357248274, 0.5310526385768038, 0.5079655901397402, 0.49509247317546634, 0.48778237225937693, 0.4834478999082581, 0.48073021233596147]",,False
3,"
   ___________/______________
  /                          \
cos_                    ______-______
    \                  /             \
    cos__           __-_            __**__
         \         /    \          /      \
          -       *     cos       /        -
         / \     / \       \     / \      / \
        1   1   1   1       1   1   X    X   1
",(cos(cos((1-1)))/(((1*1)-cos(1))-((1/X)**(X-1)))),"[np.float64(0.46900800896189015), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(0.6404405292752653), np.float64(0.699987633755483), np.float64(1.0), np.float64(0.0), np.float64(0.35907209520553424), np.float64(0.42433676920950597), np.float64(0.4497821358686559), np.float64(0.4618283128805348), np.float64(0.4674076714361574), np.float64(0.46900800896189015)]",,False
4,"
sin_
    \
    sin_
        \
        cos_
            \
            sin
               \
                X
",sin(sin(cos(sin(X)))),"[0.0, 0.1672705314009659, 0.333937198067633, 0.49214975845410647, 0.6340579710144928, 0.7554347826086957, 0.8538647342995169, 0.9275362318840579, 0.9758454106280193, 1.0, 1.0, 0.9758454106280193, 0.9275362318840579, 0.8538647342995169, 0.7554347826086957, 0.6340579710144928, 0.49214975845410647, 0.333937198067633, 0.1672705314009659, 0.0]",,False
5,"
sin__________
             \
       _______*_
      /         \
    sin_        sin_
        \           \
        sin         sin
           \           \
            1           X
",sin((sin(sin(1))*sin(sin(X)))),"[0.0, 0.025672603258810166, 0.05750284198560063, 0.09605911330049265, 0.14162561576354682, 0.19439181508147027, 0.2538840469874953, 0.31943918150814704, 0.3896362258431224, 0.46286472148541113, 0.5371352785145889, 0.6103637741568776, 0.6805608184918529, 0.7461159530125048, 0.8056081849185297, 0.8583743842364533, 0.9039408866995073, 0.9424971580143994, 0.97432739674119, 1.0]",,False
6,"
cos______________
                 \
            ______**_
           /         \
        __-_         cos_
       /    \            \
      /     cos          cos
     / \       \            \
    X   1       1            1
",cos((((X/1)-cos(1))**cos(cos(1)))),"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,False
7,"
   ___________-_______________
  /                           \
cos_                    _______+______
    \                  /              \
    sin__          ___**_            __**_
         \        /      \          /     \
          *     sin      sin       -      cos
         / \       \        \     / \        \
        1   1       1        1   1   1        X
",(cos(sin((1*1)))-((sin(1)**sin(1))+((1-1)**cos(X)))),"[-0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984, -0.1984]",,False
8,"
                 ___________**__________
                /                       \
        _______**_                _______-______
       /          \              /              \
   ___+__         sin_         cos_           ___/__
  /      \            \            \         /      \
sin       **          cos          cos     sin       +
   \     /  \            \            \       \     / \
    1   X    1            X            X       1   1   X
",(((sin(1)+(X**1))**sin(cos(X)))**(cos(cos(X))-(sin(1)/(1+X)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
9,"
cos_
    \
    sin_
        \
        cos_
            \
            sin
               \
                1
",cos(sin(cos(sin(1)))),"[0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815, 0.815]",,False
