,tree,expresion,y_predict,mse,isValida
0,"
cos_______________
                  \
            _______-______
           /              \
       ___**_            __/_
      /      \          /    \
    sin      sin       *     sin
       \        \     / \       \
        1        X   1   1       X
",cos(((sin(1)**sin(X))-((1*1)/sin(X)))),"[0.15072448821739803, 0.12189965451451551, 0.08631980611560872, 0.04548032795338521, 0.00732222967049966, 0.0, 0.11648532975816016, 0.6022791728974372, 0.7431547465580364, 0.7130923529108442, 0.8584540813695664, 0.8329809725158562, 0.011963079461661424, 0.3754963131026659, 0.6649306450781209, 0.8244211829010467, 0.9102769040375392, 0.9576135719073893, 0.9844273707007684, 1.0]",,False
1,"
   ___________-_
  /             \
cos_            sin_
    \               \
    sin_            sin__
        \                \
        cos               *
           \             / \
            X           X   1
",(cos(sin(cos(X)))-sin(sin((X*1)))),"[1.0, 0.9466201716738196, 0.8882108369098712, 0.8254425965665236, 0.7590531115879827, 0.689712982832618, 0.6180928111587982, 0.5449973175965664, 0.47143240343347637, 0.3986722103004292, 0.32812499999999994, 0.2614002145922747, 0.20004023605150215, 0.1454533261802575, 0.09891362660944207, 0.061292918454935626, 0.03306062231759657, 0.013948497854077261, 0.0033530042918454963, 0.0]",,False
2,"
   _______________*__________
  /                          \
sin______              _______**______
         \            /               \
       ___-_        cos_             __+_
      /     \           \           /    \
    cos     cos         sin        *     sin
       \       \           \      / \       \
        1       1           X    X   X       X
",(sin((cos(1)-cos(1)))*(cos(sin(X))**((X*X)+sin(X)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
3,"
cos_
    \
    cos_______
              \
            ___**__
           /       \
          **        +
         /  \      / \
        1    1    X   1
",cos(cos(((1**1)**(X+1)))),"[0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576, 0.8576]",,False
4,"
sin_
    \
    sin______
             \
           ___-__
          /      \
        sin       *
           \     / \
            1   1   X
",sin(sin((sin(1)-(1*X)))),"[0.9802624987476205, 0.9930868650435828, 0.9995992385532512, 1.0, 0.9943893397455166, 0.9825668770664262, 0.9639314697926059, 0.9380823564773069, 0.9043182045887186, 0.8618374912333433, 0.8102394549644324, 0.7490231439735497, 0.6782887486223825, 0.5983368399959923, 0.5100691313495642, 0.41458771666165717, 0.31379621280432823, 0.2095982366496343, 0.10419797615469392, 0.0]",,False
5,"
sin__________
             \
       _______**_
      /          \
    sin__        cos__
         \            \
          -            -
         / \          / \
        1   X        1   X
",sin((sin((1-X))**cos((1-X)))),"[1.0, 0.9860885694412241, 0.9787850683978669, 0.9760027822861117, 0.9755390679341526, 0.975191282170183, 0.9728727104103871, 0.9663807094829585, 0.9532807790401113, 0.9311384187340598, 0.8975191282170183, 0.8497565499652213, 0.7858798979828425, 0.7048458149779735, 0.6073498724785532, 0.49582657083236725, 0.37456526779503824, 0.24878274982610712, 0.12311616044516578, 0.0]",,False
6,"
   ___________-_
  /             \
cos_            cos______
    \                    \
    cos_               ___+__
        \             /      \
        sin         sin       *
           \           \     / \
            X           1   1   X
",(cos(cos(sin(X)))-cos((sin(1)+(1*X)))),"[0.07951294652680996, 0.050612484412821845, 0.0272133793002274, 0.010195848309249632, 0.0007335142668524908, 0.0, 0.009388982615711899, 0.029854030660896362, 0.06242206410914692, 0.10753319152057507, 0.1650407100418103, 0.23443115968605585, 0.31438421477297734, 0.40328614391549916, 0.4990097557397491, 0.5992811560184844, 0.7016063962444069, 0.8038582850436441, 0.9038362796156384, 1.0]",,False
7,"
   ___________-_
  /             \
sin_            sin______
    \                    \
    cos_               ___+_
        \             /     \
        cos         cos     sin
           \           \       \
            1           X       X
",(sin(cos(cos(1)))-sin((cos(X)+sin(X)))),"[1.0, 0.8887418249766428, 0.773512924322641, 0.6582061663033323, 0.5464808470881345, 0.4418405481158518, 0.34708813453752724, 0.2642478978511367, 0.19433198380566802, 0.13757396449704143, 0.09319526627218937, 0.06002802865151043, 0.03635938959825601, 0.020320772345063853, 0.010043600124571802, 0.003970725630644676, 0.0008564310183743519, 0.0, 0.0010121457489878725, 0.004360012457178466]",,False
8,"
sin______________
                 \
            ______**______
           /              \
        __+__            __*_
       /     \          /    \
      -       +        -     cos
     / \     / \      / \       \
    X   1   1   X    X   1       X
",sin((((X-1)+(1+X))**((X-1)*cos(X)))),"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,False
9,"
                __________+__________
               /                     \
        ______/_               _______-______
       /        \             /              \
   ___+__       sin__       cos_            __*__
  /      \           \          \          /     \
sin       /           -         cos       +       **
   \     / \         / \           \     / \     /  \
    1   1   1       X   X           X   1   X   X    1
",(((sin(1)+(1/1))/sin((X-X)))+(cos(cos(X))-((1+X)*(X**1)))),"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,False
10,"
sin_
    \
    sin______
             \
           ___**__
          /       \
        cos        +
           \      / \
            1    X   X
",sin(sin((cos(1)**(X+X)))),"[0.0, 0.3651162790697674, 0.6586762075134167, 0.8443649373881931, 0.9435599284436492, 0.9880143112701252, 1.0, 0.9913237924865832, 0.9681574239713774, 0.9342576028622539, 0.8926654740608229, 0.8460644007155634, 0.7970483005366725, 0.7474955277280859, 0.6991949910554561, 0.6530411449016099, 0.6099284436493738, 0.5702146690518782, 0.533989266547406, 0.5011627906976744]",,False
11,"
            __________-_
           /            \
   _______/_            cos_
  /         \               \
sin__       cos_            cos__
     \          \                \
      -         cos               -
     / \           \             / \
    X   X           1           X   X
",((sin((X-X))/cos(cos(1)))-cos(cos((X-X)))),"[-0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403, -0.5403]",,False
12,"
   ___________-________________
  /                            \
sin_                    ________/_
    \                  /          \
    sin_            __**__        sin__
        \          /      \            \
        cos       *        **           -
           \     / \      /  \         / \
            1   X   1    1    1       1   1
",(sin(sin(cos(1)))-(((X*1)**(1**1))/sin((1-1)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
13,"
                 __________/_
                /            \
        _______/_            sin______
       /         \                    \
    __**__       sin_                __/_
   /      \          \              /    \
  -        *         cos           +     sin
 / \      / \           \         / \       \
X   1    1   1           X       1   X       1
",((((X-1)**(1*1))/sin(cos(X)))/sin(((1+X)/sin(1)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
