,tree,expresion,y_predict,mse,isValida
0,"
                __________-_
               /            \
        ______+_            sin_______
       /        \                     \
   ___*_        sin_                ___+_
  /     \           \              /     \
cos     sin         cos           **     sin
   \       \           \         /  \       \
    X       1           1       X    X       1
",(((cos(X)*sin(1))+sin(cos(1)))-sin(((X**X)+sin(1)))),"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.3186195826645265, 0.30328161227037637, 0.28687355091849476, 0.26270733012306047, 0.23015873015873017, 0.19011949349028, 0.14428393080078475, 0.09497057249866239, 0.04538969145710719, 0.0]",,False
1,"
   ________________**_
  /                   \
sin______             cos______
         \                     \
       ___/__                ___*__
      /      \              /      \
    cos       **          cos       *
       \     /  \            \     / \
        X   1    1            1   X   X
",(sin((cos(X)/(1**1)))**cos((cos(1)*(X*X)))),"[0.0, 0.18095930232558124, 0.3557412790697674, 0.5167151162790697, 0.6569767441860463, 0.7736191860465116, 0.8659156976744184, 0.9338662790697675, 0.9781976744186046, 1.0, 1.0, 0.9781976744186046, 0.9338662790697675, 0.8659156976744184, 0.7736191860465116, 0.6569767441860463, 0.5167151162790697, 0.3557412790697674, 0.18095930232558124, 0.0]",,False
2,"
            __________*________________
           /                           \
   _______*_                     _______/_
  /         \                   /         \
sin__       sin_            ___**_        cos_
     \          \          /      \           \
      +         cos       **      sin         cos
     / \           \     /  \        \           \
    1   X           1   X    X        1           X
",((sin((1+X))*sin(cos(1)))*(((X**X)**sin(1))/cos(cos(X)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
3,"
                ______________-_
               /                \
        ______*______           cos______
       /             \                   \
   ___/__          ___-__               __-__
  /      \        /      \             /     \
sin       -     cos       -           +       +
   \     / \       \     / \         / \     / \
    1   1   X       X   1   X       1   1   1   1
",(((sin(1)/(1-X))*(cos(X)-(1-X)))-cos(((1+1)-(1+1)))),"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",,False
4,"
cos_
    \
    cos_
        \
        cos_
            \
            cos
               \
                X
",cos(cos(cos(cos(X)))),"[1.0, 0.8436599423631128, 0.683717579250721, 0.5280979827089338, 0.3847262247838616, 0.2593659942363114, 0.15706051873198873, 0.07853025936599436, 0.026657060518732244, 0.0, 0.0, 0.026657060518732244, 0.07853025936599436, 0.15706051873198873, 0.2593659942363114, 0.3847262247838616, 0.5280979827089338, 0.683717579250721, 0.8436599423631128, 1.0]",,False
5,"
sin__________
             \
       _______+______
      /              \
    cos__           __/_
         \         /    \
          +       /     cos
         / \     / \       \
        X   1   1   1       1
",sin((cos((X+1))+((1/1)/cos(1)))),"[0.0, 0.007437552624193057, 0.02960987931518385, 0.06595565534661801, 0.11577322481055287, 0.177659275891103, 0.2502104967723829, 0.33132191973056424, 0.4186079146786416, 0.5091215268032557, 0.5999158012910468, 0.6877631209654786, 0.7692955374684256, 0.8417064271681167, 0.9024698287959586, 0.9494807746281226, 0.9814762840303117, 0.9981756946393491, 1.0, 0.9879315183833849]",,False
6,"
            ______________-_
           /                \
   _______*______           cos_
  /              \              \
sin_           ___+__           sin__
    \         /      \               \
    sin     sin       -               +
       \       \     / \             / \
        X       1   X   1           1   1
",((sin(sin(X))*(sin(1)+(X-1)))-cos(sin((1+1)))),"[np.float64(1.0), np.float64(0.8585231193926846), np.float64(0.7171612606395216), np.float64(0.5791350356567749), np.float64(0.4477800782148608), np.float64(0.3267770876466529), np.float64(0.22003680699332878), np.float64(0.13123993558776165), np.float64(0.06337704163791125), np.float64(0.01920864964343231), np.float64(0.0), np.float64(0.006326201978375961), np.float64(0.03738210259949388), np.float64(0.09155739590522201), np.float64(0.16609155739590525), np.float64(0.2579940188635841), np.float64(0.3636991028295376), np.float64(0.47952610996089257), np.float64(0.6020243846330803), np.float64(0.728088336783989)]",,False
7,"
cos______________
                 \
            ______/_
           /        \
        __/_        cos__
       /    \            \
      +     sin           **
     / \       \         /  \
    1   X       1       1    1
",cos((((1+X)/sin(1))/cos((1**1)))),"[1.0, 0.9866165413533835, 0.9472180451127818, 0.883859649122807, 0.8, 0.7, 0.5892731829573934, 0.473734335839599, 0.3595488721804511, 0.252781954887218, 0.15909774436090227, 0.08355889724310775, 0.030225563909774444, 0.001854636591478715, 0.0, 0.02476190476190476, 0.07483709273182956, 0.1475187969924812, 0.23894736842105263, 0.34421052631578947]",,False
8,"
cos__________
             \
       _______**______
      /               \
    sin_            ___**__
        \          /       \
        cos      cos        **
           \        \      /  \
            1        X    X    1
",cos((sin(cos(1))**(cos(X)**(X**1)))),"[1.0, 0.8799582463465552, 0.7760960334029224, 0.6946764091858038, 0.6346555323590811, 0.5939457202505221, 0.5683716075156576, 0.5537578288100208, 0.5474947807933194, 0.5459290187891442, 0.5459290187891442, 0.5443632567849684, 0.5375782881002087, 0.5234864300626302, 0.496868475991649, 0.4545929018789142, 0.3898747390396659, 0.2974947807933191, 0.16962421711899778, 0.0]",,False
9,"
sin__________
             \
       _______+_
      /         \
    sin__       cos__
         \           \
          *           +
         / \         / \
        1   1       1   X
",sin((sin((1*1))+cos((1+X)))),"[0.9381917248424996, 0.9407457857994211, 0.9478971564788014, 0.9586242124978717, 0.9715647880129407, 0.9846756342584712, 0.9950621488166186, 1.0, 0.9967648561212328, 0.9821215733015496, 0.9536863613144902, 0.9094159713945175, 0.8476076962370169, 0.7680912651115274, 0.6708666780180487, 0.5578069129916567, 0.4307849480674272, 0.29303592712412735, 0.14813553550144726, 0.0]",,False
