,tree,expresion,y_predict,mse,isValida
0,"
sin_______________
                  \
             ______/______
            /             \
        ___-__          ___**_
       /      \        /      \
      **       /     sin      sin
     /  \     / \       \        \
    X    X   X   X       1        1
",sin((((X**X)-(X/X))/(sin(1)**sin(1)))),"[0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.7759088442756376, 0.6090613130765057, 0.5443570265870863, 0.5274009766684753, 0.5416440586001086, 0.5815246880086815, 0.6454150841020075, 0.7346717308735757, 0.8517362995116659, 1.0]",,False
1,"
            __________*_
           /            \
   _______*_            sin______
  /         \                    \
cos__       cos_               ___-_
     \          \             /     \
      -         sin         sin     cos
     / \           \           \       \
    1   X           X           X       X
",((cos((1-X))*cos(sin(X)))*sin((sin(X)-cos(X)))),"[1.0, 0.9350837841403878, 0.8549940625412323, 0.7594669481461934, 0.6495579891806306, 0.5285657738487927, 0.40189998680564715, 0.2772133526850508, 0.16440163609974928, 0.07415226283150808, 0.01662488454941285, 0.0, 0.028367858556537753, 0.10054096846549675, 0.2101860403747196, 0.3466156485024409, 0.49650349650349646, 0.6462594009763821, 0.7840084443858027, 0.9014381844570524]",,False
2,"
   ___________**_
  /              \
cos_             sin______
    \                     \
    sin_                 __**__
        \               /      \
        cos            -        *
           \          / \      / \
            X        1   X    X   1
",(cos(sin(cos(X)))**sin(((1-X)**(X*1)))),"[0.7770457697642162, 0.6778779472954231, 0.5665742024965326, 0.4504160887656034, 0.3370319001386961, 0.2326629680998611, 0.1435506241331484, 0.07316227461858532, 0.02496532593619967, 0.0, 0.0, 0.02704576976421647, 0.08356449375866855, 0.17233009708737854, 0.294382801664355, 0.44590846047156707, 0.6154646324549237, 0.7812066574202495, 0.9167822468793342, 1.0]",,False
3,"
             _______________-_
            /                 \
   ________+______            sin______
  /               \                    \
cos__            __**__              ___/__
     \          /      \            /      \
      **       +        +         cos       /
     /  \     / \      / \           \     / \
    1    1   X   X    X   1           X   1   1
",((cos((1**1))+((X+X)**(X+1)))-sin((cos(X)/(1/1)))),"[np.float64(0.2912492912492913), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(0.0), np.float64(0.04153279153279153), np.float64(0.08724721224721224), np.float64(0.14229351729351727), np.float64(0.2111132111132111), np.float64(0.2988565488565489), np.float64(0.4119022869022869), np.float64(0.5585664335664335), np.float64(0.7497401247401247), np.float64(1.0)]",,False
4,"
   ___________-______________
  /                          \
sin_                    ______/_
    \                  /        \
    sin__          ___*__       sin__
         \        /      \           \
          +     sin       -           *
         / \       \     / \         / \
        X   1       1   X   1       1   1
",(sin(sin((X+1)))-((sin(1)*(X-1))/sin((1*1)))),"[np.float64(1.0), np.float64(0.9996696671896936), np.float64(0.9974399207201252), np.float64(0.991576513337187), np.float64(0.9805103641919233), np.float64(0.9630027252456851), np.float64(0.9381451812701297), np.float64(0.9056073994549508), np.float64(0.8650590469898422), np.float64(0.8168304566851101), np.float64(0.7612519613510612), np.float64(0.6988190602031545), np.float64(0.6300272524568502), np.float64(0.5555372037327607), np.float64(0.47576183004376904), np.float64(0.390948880997605), np.float64(0.30118093979684524), np.float64(0.20629284003633652), np.float64(0.10603683210834912), np.float64(0.0)]",,False
5,"
   ________________+_
  /                  \
cos______            cos______
         \                    \
       ___**_               ___**_
      /      \             /      \
    cos      cos         cos      cos
       \        \           \        \
        X        X           X        X
",(cos((cos(X)**cos(X)))+cos((cos(X)**cos(X)))),"[1.0, 0.9097974564295808, 0.7943947244465376, 0.6606217616580309, 0.5169571361281206, 0.37235044747998136, 0.23810645313235973, 0.1250588789448891, 0.0430993876589731, 0.0, 0.0, 0.0430993876589731, 0.1250588789448891, 0.23810645313235973, 0.37235044747998136, 0.5169571361281206, 0.6606217616580309, 0.7943947244465376, 0.9097974564295808, 1.0]",,False
6,"
cos_
    \
    sin_
        \
        sin__
             \
              *
             / \
            X   X
",cos(sin(sin((X*X)))),"[0.0, 0.2137203166226912, 0.4417640407086317, 0.6471918582736523, 0.8051262721447419, 0.9087825103656239, 0.9656992084432717, 0.9909536373916322, 0.9988692046739541, 1.0, 1.0, 0.9988692046739541, 0.9909536373916322, 0.9656992084432717, 0.9087825103656239, 0.8051262721447419, 0.6471918582736523, 0.4417640407086317, 0.2137203166226912, 0.0]",,False
7,"
cos_
    \
    sin_
        \
        cos_
            \
            sin
               \
                X
",cos(sin(cos(sin(X)))),"[1.0, 0.862255232950709, 0.7143821742066176, 0.5638082376772449, 0.4193112761647534, 0.288318703578663, 0.17623227548953355, 0.0898041863605671, 0.030384875084402106, 0.0, 0.0, 0.030384875084402106, 0.0898041863605671, 0.17623227548953355, 0.288318703578663, 0.4193112761647534, 0.5638082376772449, 0.7143821742066176, 0.862255232950709, 1.0]",,False
8,"
sin__________
             \
       _______-______
      /              \
    sin_            __+__
        \          /     \
        cos       /       **
           \     / \     /  \
            1   1   1   X    1
",sin((sin(cos(1))-((1/1)+(X**1)))),"[1.0, 0.9367105616769685, 0.8704649287825853, 0.8020021499596883, 0.7320612738511153, 0.6614485353399624, 0.5909029830690674, 0.5212308519215264, 0.4531711905401773, 0.3875302338081161, 0.3250470303681806, 0.2663262563826928, 0.2121069604944907, 0.16292663262563822, 0.1193227626981994, 0.08183284063423805, 0.050859983875302335, 0.02674012362268204, 0.00974200483740927, 0.0]",,False
9,"
   ________________**______________
  /                                \
sin______                     ______+_______
         \                   /              \
        __**__           ___/_            ___/__
       /      \         /     \          /      \
      /        -      sin     cos       **       **
     / \      / \        \       \     /  \     /  \
    1   1    X   X        1       1   X    1   X    1
",(sin(((1/1)**(X-X)))**((sin(1)/cos(1))+((X**1)/(X**1)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
