,tree,expresion,y_predict,mse,isValida
0,"
sin______________
                 \
            ______-_
           /        \
       ___-_        cos__
      /     \            \
    sin     sin           -
       \       \         / \
        1       X       1   X
",sin(((sin(1)-sin(X))-cos((1-X)))),"[0.8637, 0.9327, 0.9805, 0.9999, 0.9849, 0.9323, 0.8418, 0.7165, 0.5625, 0.3883, 0.2036, 0.0183, -0.1586, -0.32, -0.4612, -0.5797, -0.6751, -0.7489, -0.8034, -0.8415]",,False
1,"
sin_
    \
    cos______
             \
            __*__
           /     \
          -       +
         / \     / \
        X   1   X   1
",sin(cos(((X-1)*(X+1)))),"[0.8415, 0.8306, 0.8015, 0.7591, 0.7083, 0.6549, 0.6045, 0.5624, 0.5321, 0.5164, 0.5164, 0.5321, 0.5624, 0.6045, 0.6549, 0.7083, 0.7591, 0.8015, 0.8306, 0.8415]",,False
2,"
                __________/_
               /            \
        ______-_            cos_
       /        \               \
    __/__       sin_            sin_
   /     \          \               \
  /       -         cos             cos
 / \     / \           \               \
X   X   1   1           1               X
",((((X/X)/(1-1))-sin(cos(1)))/cos(sin(cos(X)))),"[np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf), np.float64(inf)]",,False
3,"
cos__________
             \
       _______+_
      /         \
    cos_        cos_
        \           \
        cos         sin
           \           \
            X           X
",cos((cos(cos(X))+cos(sin(X)))),"[0.0469, 0.0494, 0.0503, 0.0495, 0.0471, 0.0435, 0.0394, 0.0355, 0.0324, 0.0307, 0.0307, 0.0324, 0.0355, 0.0394, 0.0435, 0.0471, 0.0495, 0.0503, 0.0494, 0.0469]",,False
4,"
            ___________+_
           /             \
   _______**_            cos______
  /          \                    \
cos_         cos__               __-__
    \             \             /     \
    sin            *           -       /
       \          / \         / \     / \
        X        X   1       X   1   X   1
",((cos(sin(X))**cos((X*1)))+cos(((X-1)-(X/1)))),"[1.3434, 1.348, 1.3633, 1.3871, 1.4166, 1.4488, 1.4803, 1.5078, 1.5281, 1.5389, 1.5389, 1.5281, 1.5078, 1.4803, 1.4488, 1.4166, 1.3871, 1.3633, 1.348, 1.3434]",,False
5,"
                ___________-______________
               /                          \
        ______*_                     ______**_
       /        \                   /         \
    __+_        sin__           ___/_         sin_
   /    \            \         /     \            \
  /     sin           **     cos     sin          sin
 / \       \         /  \       \       \            \
X   1       X       X    X       X       1            1
",((((X/1)+sin(X))*sin((X**X)))-((cos(X)/sin(1))**sin(sin(1)))),"[np.float64(0.8309), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(-1.0567), np.float64(-0.9126), np.float64(-0.7694), np.float64(-0.6149), np.float64(-0.4422), np.float64(-0.2462), np.float64(-0.0229), np.float64(0.2306), np.float64(0.5156), np.float64(0.8309)]",,False
6,"
cos__________
             \
       _______/______
      /              \
    sin_           ___*_
        \         /     \
        sin     sin     sin
           \       \       \
            1       1       X
",cos((sin(sin(1))/(sin(1)*sin(X)))),"[0.4949, 0.4213, 0.3172, 0.1681, -0.0487, -0.3632, -0.7768, -0.9652, 0.7974, -0.4216, -0.4216, 0.7974, -0.9652, -0.7768, -0.3632, -0.0487, 0.1681, 0.3172, 0.4213, 0.4949]",,False
7,"
sin_
    \
    sin______
             \
           ___+__
          /      \
        cos       +
           \     / \
            1   1   X
",sin(sin((cos(1)+(1+X)))),"[0.492, 0.566, 0.6305, 0.6855, 0.7311, 0.7679, 0.7965, 0.8176, 0.8318, 0.8396, 0.8413, 0.8371, 0.8266, 0.8096, 0.7854, 0.7535, 0.713, 0.6635, 0.6046, 0.536]",,False
8,"
cos___________
              \
       ________*______
      /               \
    sin__            __-__
         \          /     \
          **       *       **
         /  \     / \     /  \
        1    X   1   1   X    1
",cos((sin((1**X))*((1*1)-(X**1)))),"[-0.1119, -0.0236, 0.065, 0.153, 0.2398, 0.3247, 0.4071, 0.4863, 0.5617, 0.6327, 0.6987, 0.7593, 0.8139, 0.8621, 0.9035, 0.9379, 0.9649, 0.9843, 0.9961, 1.0]",,False
9,"
                 ________________*______________
                /                               \
         ______**______                    ______**______
        /              \                  /              \
    ___+_             __**_            __+_            ___**_
   /     \           /     \          /    \          /      \
  **     cos        +      cos       +     cos      cos      cos
 /  \       \      / \        \     / \       \        \        \
1    1       1    1   X        X   1   1       X        X        X
",((((1**1)+cos(1))**((1+X)**cos(X)))*(((1+1)+cos(X))**(cos(X)**cos(X)))),"[np.float64(1.9513), np.float64(2.2831), np.float64(2.5126), np.float64(2.7578), np.float64(3.0281), np.float64(3.3221), np.float64(3.6322), np.float64(3.9455), np.float64(4.2442), np.float64(4.5082), np.float64(4.7177), np.float64(4.8563), np.float64(4.9145), np.float64(4.8905), np.float64(4.7902), np.float64(4.6258), np.float64(4.4133), np.float64(4.17), np.float64(3.9129), np.float64(3.6572)]",,False
