,tree,expresion,y_predict,mse,isValida
0,"
   ___________/__________
  /                      \
cos_               _______*_
    \             /         \
    cos__       sin_        sin__
         \          \            \
          /         sin           /
         / \           \         / \
        X   1           1       X   X
",(cos(cos((X/1)))/(sin(sin(1))*sin((X/X)))),"[1.0, 0.851329892814609, 0.6980944819372764, 0.5474394601032156, 0.4055180627233027, 0.2784835252084162, 0.17090115125049635, 0.0869392616117508, 0.029376736800317656, 0.0, 0.0, 0.029376736800317656, 0.0869392616117508, 0.17090115125049635, 0.2784835252084162, 0.4055180627233027, 0.5474394601032156, 0.6980944819372764, 0.851329892814609, 1.0]",,False
1,"
cos_______________
                  \
            _______*______
           /              \
        __**__           __**_
       /      \         /     \
      +        /       +      sin
     / \      / \     / \        \
    X   X    X   X   1   X        X
",cos((((X+X)**(X/X))*((1+X)**sin(X)))),"[None, -0.593, 0.0608, -0.9535, -0.2839, 0.2966, 0.6452, 0.842, 0.9478, 0.9944, 0.9944, 0.9482, 0.8476, 0.6786, 0.426, 0.0841, -0.3256, -0.7283, -0.9809, -0.9038]",,False
2,"
sin_
    \
    cos_
        \
        cos_
            \
            cos
               \
                X
",sin(cos(cos(cos(X)))),"[0.0, 0.18465716225390363, 0.36184657162253914, 0.5227427019687709, 0.6619144602851319, 0.7773251866938218, 0.8682959945689072, 0.9348268839103866, 0.9782756279701291, 1.0, 1.0, 0.9782756279701291, 0.9348268839103866, 0.8682959945689072, 0.7773251866938218, 0.6619144602851319, 0.5227427019687709, 0.36184657162253914, 0.18465716225390363, 0.0]",,False
3,"
                _______________/_______________
               /                               \
        ______*______                    _______-______
       /             \                  /              \
    __/_            __**__           __-__            __**_
   /    \          /      \         /     \          /     \
  /     cos       /        *       -       **       -      sin
 / \       \     / \      / \     / \     /  \     / \        \
1   1       1   X   X    X   X   X   X   1    1   1   1        X
",((((1/1)/cos(1))*((X/X)**(X*X)))/(((X-X)-(1**1))-((1-1)**sin(X)))),"[None, None, None, None, None, None, None, None, None, None, np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508), np.float64(-1.8508)]",,False
4,"
            __________+_
           /            \
   _______/_            cos______
  /         \                    \
cos__       sin__               __**__
     \           \             /      \
      +           +           /        *
     / \         / \         / \      / \
    X   1       X   X       1   1    X   1
",((cos((X+1))/sin((X+X)))+cos(((1/1)**(X*1)))),"[0.4339516089771676, 0.4418382746701719, 0.4458010807652986, 0.4465410642130373, 0.4440095418918261, 0.4373302176135534, 0.4240786719244438, 0.3974782143031011, 0.33226230465897477, 0.0, 1.0, 0.6668321892799767, 0.5997176378949418, 0.5701475098583322, 0.5526507959690375, 0.5401587069762913, 0.5297794654593253, 0.5199065284066015, 0.5092741346575143, 0.49646073706246047]",,False
5,"
   ___________-__________
  /                      \
sin_               _______*_
    \             /         \
    cos_        cos__       sin__
        \            \           \
        sin           *           /
           \         / \         / \
            1       X   1       X   X
",(sin(cos(sin(1)))-(cos((X*1))*sin((X/X)))),"[1.0, 0.813585688358828, 0.6424682395644283, 0.4882032667876588, 0.35260565206118744, 0.2372310085558724, 0.14337568058076228, 0.07207674358309571, 0.024112004148301794, 0.0, 0.0, 0.024112004148301794, 0.07207674358309571, 0.14337568058076228, 0.2372310085558724, 0.35260565206118744, 0.4882032667876588, 0.6424682395644283, 0.813585688358828, 1.0]",,False
6,"
                 ___________-__________
                /                      \
        _______**_               _______+_
       /          \             /         \
   ___**_         sin__       cos_        sin__
  /      \             \          \            \
cos      sin            *         cos           *
   \        \          / \           \         / \
    X        1        X   1           X       X   X
",(((cos(X)**sin(1))**sin((X*1)))-(cos(cos(X))+sin((X*X)))),"[0.5965121676281413, 0.5864332603938731, 0.6229692991180956, 0.6841721371261853, 0.7552549565678669, 0.826271467409323, 0.890325575227107, 0.9428419866056628, 0.980240037132816, 1.0, 0.9999336913997745, 0.9780518533253764, 0.9326304621709436, 0.8624096545321928, 0.7668589616073205, 0.6465751607983555, 0.5038127445129633, 0.3431470061666998, 0.171805583184139, 0.0]",,False
7,"
sin_
    \
    sin_
        \
        cos__
             \
              *
             / \
            X   X
",sin(sin(cos((X*X)))),"[0.0, 0.41916403785488976, 0.6766561514195581, 0.8292586750788644, 0.9164037854889591, 0.9637223974763408, 0.9869873817034697, 0.9968454258675078, 0.9996056782334385, 1.0, 1.0, 0.9996056782334385, 0.9968454258675078, 0.9869873817034697, 0.9637223974763408, 0.9164037854889591, 0.8292586750788644, 0.6766561514195581, 0.41916403785488976, 0.0]",,False
8,"
cos_
    \
    cos_
        \
        sin__
             \
              *
             / \
            X   X
",cos(cos(sin((X*X)))),"[1.0, 0.7693246541903989, 0.534174125305126, 0.33116354759967465, 0.18022782750203417, 0.08380797396257099, 0.0313262815296991, 0.008136696501220512, 0.0012205044751829412, 0.0, 0.0, 0.0012205044751829412, 0.008136696501220512, 0.0313262815296991, 0.08380797396257099, 0.18022782750203417, 0.33116354759967465, 0.534174125305126, 0.7693246541903989, 1.0]",,False
9,"
   ___________+__________
  /                      \
sin_               _______**______
    \             /               \
    sin__       sin_             __*__
         \          \           /     \
          +         cos        +       /
         / \           \      / \     / \
        X   X           1    1   X   X   X
",(sin(sin((X+X)))+(sin(cos(1))**((1+X)*(X/X)))),"[np.float64(0.20787269681742046), np.float64(0.11842546063651592), np.float64(0.054606365159128985), np.float64(0.014824120603015077), np.float64(0.0), np.float64(0.013819095477386936), np.float64(0.06021775544388609), np.float64(0.14112227805695143), np.float64(0.2537688442211055), np.float64(0.3895309882747069), np.float64(0.5350921273031827), np.float64(0.6750418760469012), np.float64(0.7961474036850922), np.float64(0.8898659966499163), np.float64(0.953350083752094), np.float64(0.9886934673366834), np.float64(1.0), np.float64(0.9908710217755444), np.float64(0.9626465661641541), np.float64(0.9137353433835848)]",,False
