,tree,expresion,y_predict,mse,isValida
44,"
cos__________
             \
       _______**_
      /          \
    cos__        sin__
         \            \
          -            -
         / \          / \
        1   1        X   X
",cos((cos((1-1))**sin((X-X)))),"[0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403]",,False
45,"
            ________________/_
           /                  \
   _______*_______            sin______
  /               \                    \
sin_            ___+__                __*_
    \          /      \              /    \
    sin       **       **           *     cos
       \     /  \     /  \         / \       \
        X   1    1   1    X       X   1       X
",((sin(sin(X))*((1**1)+(1**X)))/sin(((X*1)*cos(X)))),"[np.float64(1.0), np.float64(0.7210209540793578), np.float64(0.5219572001783327), np.float64(0.3730494872938031), np.float64(0.2582478823004904), np.float64(0.16885867142220282), np.float64(0.10008916629514078), np.float64(0.04971020954079403), np.float64(0.016495764600980987), np.float64(0.0), np.float64(0.0), np.float64(0.016495764600980987), np.float64(0.04971020954079403), np.float64(0.10008916629514078), np.float64(0.16885867142220282), np.float64(0.2582478823004904), np.float64(0.3730494872938031), np.float64(0.5219572001783327), np.float64(0.7210209540793578), np.float64(1.0)]",,False
46,"
   ___________**__________
  /                       \
cos_                _______*______
    \              /              \
    sin__        sin__          ___**_
         \            \        /      \
          +            *     sin      cos
         / \          / \       \        \
        1   1        X   X       X        X
",(cos(sin((1+1)))**(sin((X*X))*(sin(X)**cos(X)))),"[None, None, None, None, None, None, None, None, None, None, 0.9999, 0.998, 0.9909, 0.9749, 0.9475, 0.9078, 0.8572, 0.7997, 0.7413, 0.6883]",,False
47,"
sin_
    \
    sin_
        \
        cos__
             \
              **
             /  \
            1    X
",sin(sin(cos((1**X)))),"[0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492, 0.492]",,False
48,"
cos_
    \
    sin______
             \
           ___+__
          /      \
        cos       *
           \     / \
            X   1   1
",cos(sin((cos(X)+(1*1)))),"[0.0, 0.012311901504788116, 0.097127222982216, 0.23255813953488375, 0.39534883720930253, 0.5663474692202457, 0.7250341997264023, 0.8577291381668952, 0.9521203830369349, 1.0, 1.0, 0.9521203830369349, 0.8577291381668952, 0.7250341997264023, 0.5663474692202457, 0.39534883720930253, 0.23255813953488375, 0.097127222982216, 0.012311901504788116, 0.0]",,False
49,"
sin_
    \
    cos______
             \
           ___+_
          /     \
        sin     cos
           \       \
            1       1
",sin(cos((sin(1)+cos(1)))),"[0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868]",,False
50,"
   ___________**__________
  /                       \
cos_                _______*______
    \              /              \
    sin__        sin__          ___**_
         \            \        /      \
          +            *     sin      cos
         / \          / \       \        \
        1   1        X   X       X        X
",(cos(sin((1+1)))**(sin((X*X))*(sin(X)**cos(X)))),"[None, None, None, None, None, None, None, None, None, None, 0.9999, 0.998, 0.9909, 0.9749, 0.9475, 0.9078, 0.8572, 0.7997, 0.7413, 0.6883]",,False
51,"
sin_
    \
    sin_______
              \
            ___/__
           /      \
          **       /
         /  \     / \
        1    X   1   X
",sin(sin(((1**X)/(1/X)))),"[0.0, 0.028366416309012876, 0.06290236051502145, 0.10380901287553651, 0.15115343347639487, 0.20460032188841204, 0.26368025751072965, 0.32752145922746784, 0.39498390557939916, 0.4647263948497854, 0.5352736051502146, 0.6050160944206008, 0.6724785407725322, 0.7363197424892705, 0.7953996781115881, 0.8488465665236051, 0.8961909871244635, 0.9370976394849786, 0.9716335836909871, 1.0]",,False
52,"
sin_
    \
    cos______
             \
           ___+_
          /     \
        sin     cos
           \       \
            1       1
",sin(cos((sin(1)+cos(1)))),"[0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868]",,False
53,"
                _______________**__________
               /                           \
        ______+______                _______/_
       /             \              /         \
   ___/__           __**_         cos_        sin__
  /      \         /     \            \            \
sin       +       /      cos          sin           **
   \     / \     / \        \            \         /  \
    X   1   1   X   1        1            1       1    X
",(((sin(X)/(1+1))+((X/1)**cos(1)))**(cos(sin(1))/sin((1**X)))),"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",,False
54,"
sin_
    \
    cos_
        \
        sin__
             \
              **
             /  \
            1    1
",sin(cos(sin((1**1)))),"[0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181]",,False
55,"
cos__________
             \
       _______-______
      /              \
    cos_            __/_
        \          /    \
        sin       +     sin
           \     / \       \
            1   1   1       X
",cos((cos(sin(1))-((1+1)/sin(X)))),"[0.0004513314277117556, 0.0, 0.027029737726292538, 0.11243167343663805, 0.3085602527455995, 0.6659645955568928, 1.0, 0.2587633518880698, 0.841833408555238, 0.7768416829647461, 0.9709643448172107, 0.9363622686926433, 0.8702171405646658, 0.5866305601524497, 0.079083295722381, 0.0038613911037561005, 0.0983902512411614, 0.2247630510004513, 0.3385487187202247, 0.4297176671179981]",,False
56,"
   ___________*___________
  /                       \
sin_               ________*_
    \             /          \
    cos__       sin__        sin__
         \           \            \
          *           **           /
         / \         /  \         / \
        1   X       1    1       1   1
",(sin(cos((1*X)))*(sin((1**1))*sin((1/1)))),"[0.0, 0.21852012115967107, 0.4076157507572477, 0.5677196019039376, 0.6996971008221549, 0.8048463868455213, 0.8853310255300733, 0.9437472955430549, 0.9813933362180871, 1.0, 1.0, 0.9813933362180871, 0.9437472955430549, 0.8853310255300733, 0.8048463868455213, 0.6996971008221549, 0.5677196019039376, 0.4076157507572477, 0.21852012115967107, 0.0]",,False
57,"
cos_
    \
    cos_
        \
        sin__
             \
              -
             / \
            X   X
",cos(cos(sin((X-X)))),"[0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403]",,False
58,"
cos_
    \
    sin______
             \
            __+__
           /     \
          /       **
         / \     /  \
        1   1   X    1
",cos(sin(((1/1)+(X**1)))),"[1.0, 0.9880356754405047, 0.9525777681096367, 0.8960191429192953, 0.8207526647813791, 0.7313465303458776, 0.6317163367413531, 0.5270828801392211, 0.4222318903632805, 0.32151403088971076, 0.22949749836850128, 0.149445290406787, 0.08462040461170338, 0.03719817272134001, 0.008701326952360243, 0.0, 0.01174679138568623, 0.043289101587992235, 0.09353926473787261, 0.16097454861866425]",,False
59,"
cos_
    \
    sin______
             \
            __+__
           /     \
          /       **
         / \     /  \
        1   1   X    1
",cos(sin(((1/1)+(X**1)))),"[1.0, 0.9880356754405047, 0.9525777681096367, 0.8960191429192953, 0.8207526647813791, 0.7313465303458776, 0.6317163367413531, 0.5270828801392211, 0.4222318903632805, 0.32151403088971076, 0.22949749836850128, 0.149445290406787, 0.08462040461170338, 0.03719817272134001, 0.008701326952360243, 0.0, 0.01174679138568623, 0.043289101587992235, 0.09353926473787261, 0.16097454861866425]",,False
60,"
cos_
    \
    sin______
             \
            __+__
           /     \
          /       **
         / \     /  \
        1   1   X    1
",cos(sin(((1/1)+(X**1)))),"[1.0, 0.9880356754405047, 0.9525777681096367, 0.8960191429192953, 0.8207526647813791, 0.7313465303458776, 0.6317163367413531, 0.5270828801392211, 0.4222318903632805, 0.32151403088971076, 0.22949749836850128, 0.149445290406787, 0.08462040461170338, 0.03719817272134001, 0.008701326952360243, 0.0, 0.01174679138568623, 0.043289101587992235, 0.09353926473787261, 0.16097454861866425]",,False
61,"
sin_
    \
    cos_
        \
        sin__
             \
              **
             /  \
            1    1
",sin(cos(sin((1**1)))),"[0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181]",,False
62,"
sin_______________
                  \
             ______/______
            /             \
        ___-__          ___**_
       /      \        /      \
      **       /     sin      sin
     /  \     / \       \        \
    X    X   X   X       1        1
",sin((((X**X)-(X/X))/(sin(1)**sin(1)))),"[0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.7759088442756376, 0.6090613130765057, 0.5443570265870863, 0.5274009766684753, 0.5416440586001086, 0.5815246880086815, 0.6454150841020075, 0.7346717308735757, 0.8517362995116659, 1.0]",,False
63,"
   _______________+______________
  /                              \
sin______                   ______-_
         \                 /        \
       ___+__          ___-_        cos_
      /      \        /     \           \
    sin       -     sin     sin         cos
       \     / \       \       \           \
        X   X   X       X       X           X
",(sin((sin(X)+(X-X)))+((sin(X)-sin(X))-cos(cos(X)))),"[0.0, 0.059692513368983915, 0.12653743315508023, 0.19913101604278077, 0.2762700534759358, 0.35641711229946516, 0.4380347593582888, 0.5193850267379678, 0.5988636363636363, 0.6745320855614974, 0.7448529411764706, 0.8082219251336897, 0.8633021390374332, 0.9091577540106951, 0.9453208556149731, 0.9717914438502674, 0.9889705882352942, 0.9979278074866309, 1.0, 0.9968582887700533]",,False
64,"
cos_
    \
    cos______
             \
            __+_
           /    \
          +     cos
         / \       \
        1   X       1
",cos(cos(((1+X)+cos(1)))),"[0.0, 0.12532561505065123, 0.2607814761215628, 0.40086830680173646, 0.539218523878437, 0.6694645441389292, 0.7849493487698986, 0.8801736613603474, 0.9499276410998554, 0.9907380607814762, 1.0, 0.9771345875542691, 0.923878437047757, 0.8428364688856729, 0.7386396526772792, 0.6159189580318378, 0.4816208393632416, 0.3418234442836468, 0.20289435600578884, 0.07091172214182334]",,False
65,"
   _______________+_
  /                 \
sin______           cos______
         \                   \
        __/_                __+_
       /    \              /    \
      +     cos           +     cos
     / \       \         / \       \
    X   X       X       X   1       1
",(sin(((X+X)/cos(X)))+cos(((X+1)+cos(1)))),"[1.0, 0.6837061866938716, 0.47507833564089474, 0.3753552430226626, 0.34456751439189676, 0.3513444582088464, 0.37673977993150176, 0.4105516286526269, 0.44767907891860376, 0.4858995846389273, 0.524265831086497, 0.5622312905341397, 0.5988850834365663, 0.6319682285214603, 0.6564162355170151, 0.6619908183341834, 0.62985498797639, 0.5285287473584492, 0.3181520075785178, 0.0]",,False
66,"
            ________________/_
           /                  \
   _______*_______            sin______
  /               \                    \
sin_            ___+__                __*_
    \          /      \              /    \
    sin       **       **           *     cos
       \     /  \     /  \         / \       \
        X   1    1   1    X       X   1       X
",((sin(sin(X))*((1**1)+(1**X)))/sin(((X*1)*cos(X)))),"[np.float64(1.0), np.float64(0.7210209540793578), np.float64(0.5219572001783327), np.float64(0.3730494872938031), np.float64(0.2582478823004904), np.float64(0.16885867142220282), np.float64(0.10008916629514078), np.float64(0.04971020954079403), np.float64(0.016495764600980987), np.float64(0.0), np.float64(0.0), np.float64(0.016495764600980987), np.float64(0.04971020954079403), np.float64(0.10008916629514078), np.float64(0.16885867142220282), np.float64(0.2582478823004904), np.float64(0.3730494872938031), np.float64(0.5219572001783327), np.float64(0.7210209540793578), np.float64(1.0)]",,False
67,"
            ________________/_
           /                  \
   _______*_______            sin______
  /               \                    \
sin_            ___+__                __*_
    \          /      \              /    \
    sin       **       **           *     cos
       \     /  \     /  \         / \       \
        X   1    1   1    X       X   1       X
",((sin(sin(X))*((1**1)+(1**X)))/sin(((X*1)*cos(X)))),"[np.float64(1.0), np.float64(0.7210209540793578), np.float64(0.5219572001783327), np.float64(0.3730494872938031), np.float64(0.2582478823004904), np.float64(0.16885867142220282), np.float64(0.10008916629514078), np.float64(0.04971020954079403), np.float64(0.016495764600980987), np.float64(0.0), np.float64(0.0), np.float64(0.016495764600980987), np.float64(0.04971020954079403), np.float64(0.10008916629514078), np.float64(0.16885867142220282), np.float64(0.2582478823004904), np.float64(0.3730494872938031), np.float64(0.5219572001783327), np.float64(0.7210209540793578), np.float64(1.0)]",,False
68,"
sin_
    \
    cos______
             \
           ___+_
          /     \
        sin     cos
           \       \
            1       1
",sin(cos((sin(1)+cos(1)))),"[0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868]",,False
69,"
cos_
    \
    cos_
        \
        sin__
             \
              -
             / \
            X   X
",cos(cos(sin((X-X)))),"[0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403, 0.5403]",,False
70,"
sin_
    \
    cos______
             \
           ___+_
          /     \
        sin     cos
           \       \
            1       1
",sin(cos((sin(1)+cos(1)))),"[0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868, 0.1868]",,False
71,"
   ___________*_
  /             \
cos_            cos_
    \               \
    sin__           sin__
         \               \
          +               /
         / \             / \
        X   X           1   1
",(cos(sin((X+X)))*cos(sin((1/1)))),"[0.1625908790482486, 0.04362194315928634, 0.0, 0.03734302709847995, 0.15102445472571058, 0.3251817580964972, 0.5333773959021811, 0.7399206873760741, 0.9068076668869794, 1.0, 1.0, 0.9068076668869794, 0.7399206873760741, 0.5333773959021811, 0.3251817580964972, 0.15102445472571058, 0.03734302709847995, 0.0, 0.04362194315928634, 0.1625908790482486]",,False
72,"
   ___________*_
  /             \
cos_            cos_
    \               \
    sin__           sin__
         \               \
          +               /
         / \             / \
        X   X           1   1
",(cos(sin((X+X)))*cos(sin((1/1)))),"[0.1625908790482486, 0.04362194315928634, 0.0, 0.03734302709847995, 0.15102445472571058, 0.3251817580964972, 0.5333773959021811, 0.7399206873760741, 0.9068076668869794, 1.0, 1.0, 0.9068076668869794, 0.7399206873760741, 0.5333773959021811, 0.3251817580964972, 0.15102445472571058, 0.03734302709847995, 0.0, 0.04362194315928634, 0.1625908790482486]",,False
73,"
            ________________/_
           /                  \
   _______*_______            sin______
  /               \                    \
sin_            ___+__                __*_
    \          /      \              /    \
    sin       **       **           *     cos
       \     /  \     /  \         / \       \
        X   1    1   1    X       X   1       X
",((sin(sin(X))*((1**1)+(1**X)))/sin(((X*1)*cos(X)))),"[np.float64(1.0), np.float64(0.7210209540793578), np.float64(0.5219572001783327), np.float64(0.3730494872938031), np.float64(0.2582478823004904), np.float64(0.16885867142220282), np.float64(0.10008916629514078), np.float64(0.04971020954079403), np.float64(0.016495764600980987), np.float64(0.0), np.float64(0.0), np.float64(0.016495764600980987), np.float64(0.04971020954079403), np.float64(0.10008916629514078), np.float64(0.16885867142220282), np.float64(0.2582478823004904), np.float64(0.3730494872938031), np.float64(0.5219572001783327), np.float64(0.7210209540793578), np.float64(1.0)]",,False
74,"
cos_
    \
    cos______
             \
            __+_
           /    \
          +     cos
         / \       \
        1   X       1
",cos(cos(((1+X)+cos(1)))),"[0.0, 0.12532561505065123, 0.2607814761215628, 0.40086830680173646, 0.539218523878437, 0.6694645441389292, 0.7849493487698986, 0.8801736613603474, 0.9499276410998554, 0.9907380607814762, 1.0, 0.9771345875542691, 0.923878437047757, 0.8428364688856729, 0.7386396526772792, 0.6159189580318378, 0.4816208393632416, 0.3418234442836468, 0.20289435600578884, 0.07091172214182334]",,False
75,"
   _______________+_
  /                 \
sin______           cos______
         \                   \
        __/_                __+_
       /    \              /    \
      +     cos           +     cos
     / \       \         / \       \
    X   X       X       X   1       1
",(sin(((X+X)/cos(X)))+cos(((X+1)+cos(1)))),"[1.0, 0.6837061866938716, 0.47507833564089474, 0.3753552430226626, 0.34456751439189676, 0.3513444582088464, 0.37673977993150176, 0.4105516286526269, 0.44767907891860376, 0.4858995846389273, 0.524265831086497, 0.5622312905341397, 0.5988850834365663, 0.6319682285214603, 0.6564162355170151, 0.6619908183341834, 0.62985498797639, 0.5285287473584492, 0.3181520075785178, 0.0]",,False
76,"
   ___________**__________
  /                       \
cos_                _______*______
    \              /              \
    sin__        sin__          ___**_
         \            \        /      \
          +            *     sin      cos
         / \          / \       \        \
        1   1        X   X       X        X
",(cos(sin((1+1)))**(sin((X*X))*(sin(X)**cos(X)))),"[None, None, None, None, None, None, None, None, None, None, 0.9999, 0.998, 0.9909, 0.9749, 0.9475, 0.9078, 0.8572, 0.7997, 0.7413, 0.6883]",,False
77,"
sin_
    \
    sin______
             \
           ___**__
          /       \
        sin        /
           \      / \
            1    1   1
",sin(sin((sin(1)**(1/1)))),"[0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784]",,False
78,"
sin_
    \
    cos_
        \
        sin__
             \
              **
             /  \
            1    1
",sin(cos(sin((1**1)))),"[0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181]",,False
79,"
   _______________+_
  /                 \
sin______           cos______
         \                   \
        __/_                __+_
       /    \              /    \
      +     cos           +     cos
     / \       \         / \       \
    X   X       X       X   1       1
",(sin(((X+X)/cos(X)))+cos(((X+1)+cos(1)))),"[1.0, 0.6837061866938716, 0.47507833564089474, 0.3753552430226626, 0.34456751439189676, 0.3513444582088464, 0.37673977993150176, 0.4105516286526269, 0.44767907891860376, 0.4858995846389273, 0.524265831086497, 0.5622312905341397, 0.5988850834365663, 0.6319682285214603, 0.6564162355170151, 0.6619908183341834, 0.62985498797639, 0.5285287473584492, 0.3181520075785178, 0.0]",,False
80,"
sin_
    \
    cos_
        \
        sin__
             \
              **
             /  \
            1    1
",sin(cos(sin((1**1)))),"[0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181]",,False
81,"
   ___________*___________
  /                       \
sin_               ________*_
    \             /          \
    cos__       sin__        sin__
         \           \            \
          *           **           /
         / \         /  \         / \
        1   X       1    1       1   1
",(sin(cos((1*X)))*(sin((1**1))*sin((1/1)))),"[0.0, 0.21852012115967107, 0.4076157507572477, 0.5677196019039376, 0.6996971008221549, 0.8048463868455213, 0.8853310255300733, 0.9437472955430549, 0.9813933362180871, 1.0, 1.0, 0.9813933362180871, 0.9437472955430549, 0.8853310255300733, 0.8048463868455213, 0.6996971008221549, 0.5677196019039376, 0.4076157507572477, 0.21852012115967107, 0.0]",,False
82,"
sin_
    \
    sin_______
              \
            ___/__
           /      \
          **       /
         /  \     / \
        1    X   1   X
",sin(sin(((1**X)/(1/X)))),"[0.0, 0.028366416309012876, 0.06290236051502145, 0.10380901287553651, 0.15115343347639487, 0.20460032188841204, 0.26368025751072965, 0.32752145922746784, 0.39498390557939916, 0.4647263948497854, 0.5352736051502146, 0.6050160944206008, 0.6724785407725322, 0.7363197424892705, 0.7953996781115881, 0.8488465665236051, 0.8961909871244635, 0.9370976394849786, 0.9716335836909871, 1.0]",,False
83,"
sin_
    \
    cos_
        \
        sin__
             \
              **
             /  \
            1    1
",sin(cos(sin((1**1)))),"[0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181, 0.6181]",,False
84,"
cos_
    \
    sin______
             \
            __+__
           /     \
          /       **
         / \     /  \
        1   1   X    1
",cos(sin(((1/1)+(X**1)))),"[1.0, 0.9880356754405047, 0.9525777681096367, 0.8960191429192953, 0.8207526647813791, 0.7313465303458776, 0.6317163367413531, 0.5270828801392211, 0.4222318903632805, 0.32151403088971076, 0.22949749836850128, 0.149445290406787, 0.08462040461170338, 0.03719817272134001, 0.008701326952360243, 0.0, 0.01174679138568623, 0.043289101587992235, 0.09353926473787261, 0.16097454861866425]",,False
85,"
sin_
    \
    sin______
             \
           ___**__
          /       \
        sin        /
           \      / \
            1    1   1
",sin(sin((sin(1)**(1/1)))),"[0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784, 0.6784]",,False
